car_park_no,address,x_coord,y_coord,night_parking
O0013,OUTRAM HILL ,28294.8605,29718.2464,YES
O0026,OPAL CRESCENT ,31742.9342,34468.5008,YES
O0027,ONAN ROAD ,35440.0014,32633.7261,YES
O0028,OUTRAM ROAD OFF STREET ,28235.0293,29645.7792,YES
O0029,ONAN ROAD OFF STREET ,35587.8617,32456.6604,YES
O0031,ONAN ROAD / JOO CHIAT ROAD OFF STREET,35264.0453,32947.0656,YES
P0002,PAHANG STREET ,31093.9711,31599.6576,YES
P0006,PECK SEAH STREET ,29290.3696,28914.2543,YES
P0009,PENANG LANE ,29225.2179,31096.8173,YES
P0011,PETAIN ROAD (SERANGOON ROAD / JALAN BESAR),30761.8743,32723.8823,YES
P0013,PRINCE EDWARD ROAD / SHENTON WAY OFF STREET,29655.252,28623.257,YES
P0015,PRINSEP STREET (MIDDLE/ROCHOR CANAL),29920.9456,31459.8437,YES
P0018,PURVIS STREET ,30435.4879,30983.1398,YES
P0023,PLUMER ROAD ,30802.1967,32444.5126,YES
P0024,PRINCE OF WALES ROAD ,25262.3705,33922.8187,YES
P0025,PRINCESS OF WALES ROAD ,25239.561,34018.1688,YES
P0028,PROME ROAD ,29808.2837,34182.7531,YES
P0031,PEPYS ROAD OFF STREET ,23593.0225,28765.3468,YES
P0033,PASIR RIS CLOSE OFF STREET,41707.7337,39880.7452,YES
P0035,PHENG GECK AVENUE ,32063.8761,34821.2975,YES
P0036,PUAY HEE AVENUE ,32121.024,34735.4571,YES
P0038,PERAK ROAD ,30286.938,31966.8384,YES
P0048,PEARL BANK OFF STREET ,28803.4452,29531.6622,YES
P0049,PENSHURST PLACE ,31487.5126,38427.6742,YES
P0051,PENHAS ROAD ,31273.3491,32406.2991,YES
P0054,PASIR PANJANG FOOD CENTRE OFF STREET,23324.7961,28741.2253,YES
P0055,PETAIN ROAD (JALAN BESAR / TYRWHITT ROAD),30914.0879,32590.1043,YES
P0072,PENNEFATHER ROAD ,35540.7999,32403.7992,YES
P0075,PENHAS ROAD / LAVENDER STREET OFF STREET,31277.0796,32478.0378,YES
P0076,PANDAN ROAD ,18940.7025,31287.7877,YES
P0077,PANDAN AVENUE ,18716.6894,31641.8871,YES
P0078,PANDAN CRESCENT ,19555.1454,31993.6252,YES
P0081,PIONEER SECTOR 1 ,8119.2882,31767.7818,YES
P0082,PIONEER SECTOR 2 ,9401.3059,30813.6759,YES
P0083,PIONEER SECTOR 3 ,8795.6782,32170.3472,YES
P0086,PANDAN LOOP ,18985.2908,32785.986,YES
P0093,PASIR PANJANG ROAD OFF  STREET,23808.9184,28797.034,YES
P0094,PASIR PANJANG ROAD / SOUTH BUONA VISTA ROAD,22689.5821,29040.0781,YES
P0095,PENJURU CLOSE ,16758.7864,32774.8943,YES
P0096,PENANG ROAD OFF STREET ,28980.1062,31351.7677,YES
P0099,PIONEER SECTOR WALK ,9588.9408,30954.606,YES
P0106,PASIR PANJANG ROAD/ CLEMENTI ROAD OFF ST,20744.5188,30443.9423,YES
P0109,PASIR RIS PARK CAR PARK E OFF STREET,40305.534,40727.4393,YES
P0111,PAHANG STREET OFF STREET,31065.7404,31567.5033,YES
P0113,PASIR PANJANG FOOD CENTRE (TEMP) OFF ST,23454.3672,28648.1075,YES
P0116,PRINCE PHILIP AVENUE ,26636.2493,30448.4256,YES
P0117,PECK SEAH STREET OFF STREET,29329.7917,28882.0302,YES
Q0001,QUEEN STREET ,30281.4041,31366.661,YES
Q0002,QUEEN STREET (ARAB STREET / ROCHOR ROAD),30584.2583,31721.2145,YES
Q0004,QUALITY ROAD ,14323.0363,35162.9383,YES
Q0006,QUEEN STREET OFF STREET,30230.7932,31364.3729,YES
Q0008,QUEENSWAY OFF STREET ( RIDEOUT TEA GARDEN),24532.9062,31890.3082,YES
R0001,RACE COURSE LANE ,30175.5352,32459.6447,YES
R0002,RACE COURSE ROAD ,30603.293,33005.2633,YES
R0003,RANGOON ROAD ,30207.3674,33200.2999,YES
R0010,RIVER VALLEY ROAD(BET TANK RD/ZION RD),28963.3247,30739.9329,YES
R0011,ROBERTS LANE ,30256.8344,32546.1288,YES
R0015,ROWELL ROAD ,30387.7294,32330.4716,YES
R0028,RUBY LANE ,31746.4935,34412.3346,YES
R0036,RACE COURSE ROAD (BET BT TIMAH / RANGOON RD),29994.8347,32351.885,YES
R0037,RANGOON LANE OFF STREET,30323.4786,33201.9562,YES
R0039,RANGOON LANE ,30295.4793,33199.8049,YES
S0001,SAM LEONG ROAD ,30613.3128,32415.5658,YES
S0002,SEAH STREET ,30385.0992,30931.081,YES
S0005,SERANGOON RD(KITCHENER RD/LAVENDER ST),30676.8624,32948.2711,YES
S0007,STARLIGHT ROAD / TERRACE,30278.1109,32883.471,YES
S0009,SHORT STREET ,29950.8196,31674.5784,YES
S0011,SOPHIA ROAD ,29690.5736,31571.623,YES
S0015,STANLEY STREET ,29647.154,29202.8153,YES
S0018,SULTAN GATE ,31047.365,31549.198,YES
S0019,SUNGEI ROAD(WELD ROAD/ KELANTAN ROAD),30590.5377,31901.7155,YES
S0020,SEMBAWANG HILLS FOOD CENTRE OFF STREET,27499.7177,39363.6594,YES
S0021,SYED ALWI ROAD (JALAN BESAR / SERANGOON RD),30508.7125,32406.8447,YES
S0022,SYED ALWI ROAD(JALAN BESAR/ROCHOR CANAL RD),30770.5006,32176.0133,YES
S0023,STURDEE ROAD ,30839.9707,32765.3293,YES
S0026,SERVICE ROAD OFF BUKIT  TIMAH ROAD/SIXTH AVE,23873.6008,34821.4019,YES
S0027,SIAK KEW AVENUE ,32119.3699,34664.5585,YES
S0032,SAUNDERS ROAD ,28603.6315,31858.887,YES
S0033,SERVICE ROAD OFF CHOA CHU KANG AVE 1,18210.03,39867.8698,YES
S0035,SERVICE ROAD OFF QUEEN ST(QUEEN/WATERLOO ST),30129.0056,31278.4534,YES
S0039,SIMS AVENUE SERVICE ROAD,32913.8389,32957.7845,YES
S0040,SECOND CHIN BEE ROAD ,14730.7175,35029.4422,YES
S0043,SIXTH AVENUE ,23721.899,34804.3791,YES
S0045,SING AVENUE ,30322.8525,33096.6125,YES
S0046,SING JOO WALK ,30412.2222,33022.3056,YES
S0047,SHAN ROAD ,29499.6156,34147.101,YES
S0048,SHAW ROAD ,33709.4691,35436.4993,YES
S0049,Serangoon Rd/Lavender  St Off Street,30812.1957,33019.1062,YES
S0050,SIANG KUANG AVENUE ,32299.8124,34647.0955,YES
S0055,SERANGOON GARDEN MARKET OFF STREET,31673.3236,38317.0261,YES
S0061,SEMBONG ROAD ,26801.5126,47014.3532,YES
S0063,SERANGOON GARDEN WAY ,31458.3389,38496.2986,YES
S0064,SERANGOON GARDEN WAY SERVICE ROAD,31576.4013,38415.4094,YES
S0065,SANDOWN PLACE ,31509.3889,38591.3163,YES
S0066,SOMME ROAD ,30795.5007,32626.5462,YES
S0070,SIMON ROAD SERVICE ROAD,33840.1059,38203.3689,YES
S0074,SIN MING DRIVE ,28459.1447,37888.968,YES
S0075,SCIENCE CENTRE ROAD ,17377.4573,34714.687,YES
S0076,SECOND LOK YANG ROAD ,12230.999,34280.3663,YES
S0078,SOON WING ROAD ,33141.706,34367.4637,YES
S0079,SERVICE ROAD OFF KING GEORGE'S AVENUE,31179.5186,32556.228,YES
S0082,SIXTH LOK YANG ROAD ,11392.428,34178.5863,YES
S0083,SUNGEI KADUT AVENUE ,18844.2627,43353.2886,YES
S0084,SUNGEI KADUT DRIVE ,17963.3613,44435.2542,YES
S0085,SUNGEI KADUT LOOP ,18017.5248,43728.9699,YES
S0086,SUNGEI KADUT STREET 1 ,18723.8992,45088.2659,YES
S0088,SUNGEI KADUT STREET 3 ,18409.8453,44276.6496,YES
S0091,SENOKO ROAD ,24564.5118,49548.1173,YES
S0092,SENOKO SOUTH ROAD ,24541.9575,48541.195,YES
S0094,SENOKO WAY ,25367.8895,49577.1136,YES
S0096,SENOKO DRIVE ,24006.4605,48956.2829,YES
S0097,SENOKO AVENUE ,25316.9959,50045.8102,YES
S0098,SIMS AVENUE (BET LOR 3 GEYLANG/PAYA LEBAR RD),33874.2885,33110.6779,YES
S0102,SPOTTISWOODE PARK ROAD ,28413.7587,28813.6299,YES
S0103,STEVENS ROAD ,27253.6575,33161.3395,YES
S0105,SUNGEI KADUT WAY ,18714.3604,43192.5853,YES
S0106,SIN MING DRIVE OFF STREET,28305.4423,37641.7002,YES
S0108,SHREWSBURY ROAD OFF STREET,29931.932,33429.8862,YES
S0109,SIN MING ROAD HEAVY VEHICLE PARK,28508.9853,37691.1909,YES
S0110,SERVICE ROAD OFF ONAN ROAD,35242.0637,32969.3977,YES
S0112,SEAH IM ROAD OFF STREET,26250.1942,27838.8938,YES
S0115,SERVICE ROAD BET HAMILTON RD/CAVAN RD,31150.9055,32662.8778,YES
S0118,SERVICE ROAD OFF PENHAS ROAD,31252.6756,32433.8423,YES
S0119,SHREWSBURY ROAD ,29702.3419,33397.3439,YES
S0120,SERVICE ROAD BETWEEN PETAIN RD/ALLENBY RD,30891.6996,32578.423,YES
S0127,SERVICE ROAD OFF JOO CHIAT ROAD,35930.3853,32101.1723,YES
S0128,SERVICE ROAD OFF CHAI CHEE DRIVE,37551.9054,33995.4236,YES
S0130,SERVICE ROAD OFF GENTING LANE,32940.9671,33961.1354,YES
S0132,SERVICE ROAD OFF ALIWAL STREET,31057.1108,31739.1852,YES
S0134,SOMMERVILLE WALK ,32084.8891,36234.9315,YES
S0135,SIMS AVENUE (PAYA LEBAR RD/EUNOS RD),35291.5891,33361.7241,YES
S0136,SERVICE ROAD OFF ZION ROAD,27714.1013,30686.601,YES
S0139,SERVICE ROAD OFF UPPER BUKIT TIMAH ROAD,21576.0985,36178.169,YES
S0141,SERVICE ROAD OFF UPPER EAST COAST ROAD,38375.3713,32814.9821,YES
S0143,SERVICE ROAD OFF LORONG 44 GEYLANG,34388.4906,32968.7411,YES
S0146,SERVICE ROAD OFF QUALITY ROAD,14403.005,35135.3537,YES
S0148,SUNGEI KADUT CRESCENT ,18172.1118,43503.1145,YES
S0149,SERVICE ROAD OFF SIN MING ROAD,28254.9106,37160.9758,YES
S0150,SULTAN GATE / ALIWAL STREET OFF STREET,31034.8609,31644.3426,YES
S0152,SUNSHINE TERRACE ,32352.4721,36442.6231,YES
S0156,SIMS PLACE ,33128.0064,33142.5653,YES
S0157,SERVICE ROAD OFF JALAN MASJID,36752.8274,33555.5493,YES
S0158,SERVICE ROAD OFF MACPHERSON ROAD,32531.6468,34664.6446,YES
S0159,SERVICE ROAD OFF BALESTIER ROAD,29069.841,34363.059,YES
S0160,SIN MING WALK ,27759.8629,38589.9032,YES
S0162,SERVICE ROAD OFF TEBING LANE,37272.9004,41681.2517,YES
S0164,SELETAR AEROSPACE VIEW ,32055.3389,43695.2615,YES
S0166,SEMBAWANG RD/ADMIRALTY  RD EAST OFF STREET,27980.508,48368.2132,YES
S0167,SERVICE ROAD OFF JALAN SELASEH,32422.1064,40843.772,YES
S0168,SERVICE ROAD OFF JALAN KELULUT,32732.4236,40575.9079,YES
S0170,SERVICE ROAD OFF SEMBAWANG ROAD,27908.6331,48349.2472,YES
S0171,SPOONER ROAD OFF STREET,28193.7117,28684.72,YES
S0172,SPRINGLEAF ROAD  ,26491.4887,42095.9789,YES
T0002,TANJONG PAGAR ROAD ,29168.2595,28982.0371,YES
T0003,TANK ROAD ,29140.6553,30785.0402,YES
T0005,TAN QUEE LAN STREET ,30602.2448,31210.1102,YES
T0006,TECK LIM ROAD ,28951.6367,29196.3044,YES
T0008,TELOK AYER STREET ,29526.5118,29101.4946,YES
T0009,TEMPLE STREET ,29206.4731,29478.8665,YES
T0010,TEO HONG ROAD ,28818.8098,29160.0396,YES
T0014,TRAS STREET ,29218.4704,28889.4961,YES
T0017,TIONG BAHRU PARK OFF STREET,27034.247,29927.8861,YES
T0019,TANJONG PENJURU CRESCENT,17698.9722,31566.555,YES
T0021,TYRWHITT ROAD ,31041.5762,32704.513,YES
T0022,TOWNSHEND ROAD ,30785.2467,32222.8255,YES
T0025,TAI THONG CRESCENT ,32056.9669,34549.663,YES
T0031,TALMA ROAD ,32987.8135,32597.1953,YES
T0033,TECK CHYE TERRACE ,32846.5834,37264.2528,YES
T0036,TAMPINES PLACE  ,38690.7802,38832.3163,YES
T0039,TANNERY LANE ,32862.2808,34466.1603,YES
T0040,THIRD CHIN BEE ROAD ,14909.2513,35114.1687,YES
T0043,TAMAN MAS MERAH ,20267.6062,32333.1773,YES
T0057,TESSENSOHN ROAD ,30509.3974,33032.2415,YES
T0060,TOH GUAN ROAD ,18597.8028,35108.1563,YES
T0061,THIRD LOK YANG ROAD ,12028.0579,34276.9168,YES
T0062,TAI SENG DRIVE ,34668.2972,35554.6774,YES
T0065,TAGORE ROAD ,27555.4011,40668.4268,YES
T0066,TAGORE INDUSTRIAL AVENUE,27332.3618,40771.9491,YES
T0067,TAGORE LANE ,27309.2438,40566.9959,YES
T0068,TAGORE DRIVE  ,27258.6036,41035.2032,YES
T0070,TANGLIN HALT CLOSE ,23697.4551,31894.817,YES
T0074,TAMPINES INDUSTRIAL AVENUE 3,38593.5923,37881.6968,YES
T0076,TUAS AVENUE 1 ,8611.1481,33671.8578,YES
T0077,TUAS AVENUE 3 ,8136.1646,33919.6834,YES
T0079,TUAS AVENUE 5 ,8007.1383,33626.6025,YES
T0080,TUAS AVENUE 7 ,6968.8329,35023.6728,YES
T0081,TUAS AVENUE 9 ,6763.0088,34724.8127,YES
T0082,TUAS AVENUE 11 ,7160.7224,33704.3505,YES
T0083,TUAS AVENUE 12 ,6917.1907,35017.4723,YES
T0084,TUAS AVENUE 13 ,6553.8053,33834.5832,YES
T0088,TUAS AVENUE 18A ,6172.8686,33880.2832,YES
T0090,TUAS DRIVE 1 ,8448.6399,33814.8566,YES
T0091,TUAS DRIVE 2 ,8283.6248,33999.495,YES
T0094,TUAS LANE ,6741.5331,34592.3982,YES
T0096,TUAS WEST AVENUE ,6457.8824,35141.935,YES
T0102,TUAS ROAD ,7685.6108,32380.8515,YES
T0103,TEMBELING ROAD OFF STREET,35511.469,32795.0198,YES
T0104,TAI SENG AVENUE ,34322.1601,35570.7343,YES
T0107,TAMPINES ROAD/HOUGANG AVE 7 HEAVY VEH PARK,35100.9057,38313.4164,YES
T0111,TUAS LINK 2 ,6362.1822,35377.0561,YES
T0113,TUAS LINK 4 ,6560.7566,35408.2972,YES
T0114,TEMBELING ROAD ,35769.9975,32486.4948,YES
T0115,TELOK KURAU ROAD ,36758.4182,32428.0715,YES
T0116,TEBAN GARDENS CRESCENT ,17644.4575,34062.8482,YES
T0117,TUAS SOUTH AVENUE 1 ,5190.3244,33343.5367,YES
T0123,TUAS SOUTH STREET 2 ,5517.1968,32213.8333,YES
T0129,TANJONG KATONG COMPLEX ,34890.0649,33240.6285,YES
T0130,TOA PAYOH WEST ,28961.004,35274.0172,YES
T0140,TANJONG KATONG ROAD OFF STREET,34984.888,32129.2842,YES
T0141,TANJONG KATONG RD OFF ST (OPP WILKINSON RD),35074.4107,31807.0192,YES
T0142,TUAS BASIN CLOSE ,7929.2898,32825.6117,YES
T0144,TEO HONG ROAD / NEW BRIDGE ROAD OFF STREET,28841.2322,29230.9206,YES
T0145,TEBING LANE ,37165.0022,41613.1586,YES
T0146,TAI SENG STREET ,34265.7378,35335.1121,YES
U0002,UPPER CIRCULAR ROAD ,29651.1825,30133.7788,YES
U0003,UBI AVENUE 3 ,34697.5342,34867.1336,YES
U0007,UPPER DICKSON ROAD ,30134.6704,32077.5013,YES
U0008,UPPER WELD ROAD ,30319.2543,32043.7707,YES
U0012,UPPER PAYA LEBAR ROAD SERVICE ROAD,33234.5727,36544.4297,YES
U0013,UBI ROAD 1 ,34559.5899,34621.3976,YES
U0014,UBI ROAD 2 ,34868.5415,35068.3452,YES
U0016,UBI ROAD 3 ,35172.9266,34938.9297,YES
U0017,UPPER HOKIEN STREET ,29419.258,29767.1521,YES
U0021,UBI AVENUE 4 ,34963.2915,35225.1769,YES
U0023,UNITY STREET ,28962.0939,30501.1533,YES
U0029,UPPER THOMSON ROAD ,28352.2731,36997.7908,YES
U0030,UBI AVENUE 1 ,34656.4873,34136.0177,YES
U0031,UPPER SERANGOON ROAD ,34106.2585,38330.4495,YES
U0035,UPPER SERANGOON ROAD (BARTLEY RD JUNCTION),32208.9442,36355.4206,YES
U0036,UPPER EAST COAST ROAD OFF STREET,38320.451,32726.3989,YES
U0037,UBI ROAD 4 ,35415.1625,34964.4407,YES
U0038,UPPER THOMSON ROAD (LAKEVIEW ESTATE),28218.0084,36910.231,YES
U0039,UBI CRESCENT ,34969.3311,34398.2212,YES
U0040,UPPER ALJUNIED LINK OFF-ST,33467.0364,35182.9766,YES
U0042,UPPER CHANGI ROAD / BEDOK ROAD OFF STREET,40592.3344,34925.3316,YES
U0043,UPPER THOMSON ROAD OFF STREET,28294.5339,36908.3157,YES
U0044,UBI VIEW ,35061.7204,34920.1936,YES
U0045,UBI LINK ,34672.5829,34972.5273,YES
V0001,VEERASAMY ROAD ,30356.2677,32184.0585,YES
V0005,VERDUN ROAD ,30516.1586,32450.5422,YES
V0007,VERDUN ROAD OFF STREET ,30538.5355,32514.5247,YES
W0001,WALLICH STREET ,29235.8048,28818.4319,YES
W0002,WATERLOO STREET ,30038.6283,31250.256,YES
W0004,WILKIE ROAD ,29547.9559,31725.3987,YES
W0005,WILKINSON ROAD ,33887.3647,31629.7603,YES
W0010,WESTERHOUT ROAD ,33313.0253,32601.2582,YES
W0013,WOODLANDS ROAD LORRY PARK,19759.053,40459.2567,YES
W0021,WISHART ROAD ,25813.0952,28091.0659,YES
W0029,WEST COAST PARK 1 OFF STREET,21111.8896,30225.541,YES
W0034,WOODLANDS SECTOR 1 ,24839.8209,48354.9157,YES
W0035,WOODLANDS WALK ,24718.9033,48196.528,YES
W0036,WOODLANDS LINK ,25184.9733,47984.161,YES
W0037,WOODLANDS LOOP ,25169.187,47682.9859,YES
W0038,WOODLANDS TERRACE ,25152.7774,48168.7527,YES
W0045,WARNA ROAD ,23922.5203,32688.2026,YES
W0046,WOODLANDS INDUSTRIAL PARK E 1,23954.6771,48432.7517,YES
W0047,WOODLANDS INDUSTRIAL PARK E 3,23925.661,48350.2694,YES
W0048,WOODLANDS INDUSTRIAL PARK E 8,24297.7501,48294.9777,YES
W0049,WOODLANDS INDUSTRIAL PARK E 9,24141.9253,47949.9834,YES
W0051,WOODLANDS INDUSTRIAL PARK E 6,24221.4553,47896.7221,YES
W0055,WARNA ROAD OFF STREET ,23868.7083,32598.1363,YES
W0058,WOODLANDS INDUSTRIAL PARK E 5,23549.3766,48040.3522,YES
Y0002,YAN KIT ROAD ,28948.9021,28726.8123,YES
Y0013,YISHUN INDUSTRIAL PARK A,28069.8155,47244.2447,YES
Y0019,YAN KIT ROAD / CANTONMENT ROAD OFF ST,28902.6905,28558.6655,YES
Z0001,ZION ROAD OFF STREET ,27715.2708,30530.9373,YES
Z0003,ZION ROAD ,27683.4705,30541.2205,YES
Z0004,ZION CLOSE ,27675.3479,30605.9159,YES
