car_park_no,address,x_coord,y_coord,night_parking
B48B,BLK 547C BEDOK NORTH AVENUE 1,38287.6513,34686.6961,YES
B49,BLK 549/551 BEDOK NORTH AVENUE 1,38388.8477,34932.0469,YES
B50,BLK 601/605 BEDOK RESERVOIR ROAD,36875.1304,34739.7397,YES
B50A,BLK 606/610 BEDOK RESERVOIR ROAD,36838.2461,34857.5547,YES
B50B,BLK 609A BEDOK RESERVOIR ROAD,36751.1433,34871.319,YES
B51,BLK 611/616 BEDOK RESERVOIR ROAD,37245.6836,34927.6641,YES
B52,BLK 617/624 BEDOK RESERVOIR ROAD,37412.3828,35122.5781,YES
B53,BLK 625/629 BEDOK RESERVOIR ROAD,37110.0129,35160.4187,YES
B54,BLK 630/632 BEDOK RESERVOIR ROAD,37112.9655,35062.2564,YES
B57,BLK 701/708 BEDOK RESERVOIR ROAD,37537.5855,35336.4582,YES
B59,BLK 716/718/721 BEDOK RESERVOIR ROAD,38310.1233,35520.6463,YES
B6,BLK 204/209 NEW UPPER CHANGI ROAD,38797.4548,34284.616,YES
B6M,BLK 208A NEW UPPER CHANGI ROAD,38858.3585,34156.6609,YES
B6T,BLK 23 BEDOK SOUTH AVENUE 1,39044.9784,33995.6053,YES
B60,BLK 722/725 BEDOK RESERVOIR ROAD,38654.6406,35490.0933,YES
B63,BLK 739/745 BEDOK RESERVOIR ROAD,37937.9062,35591.9375,YES
B65,BLK 155/172 BEDOK SOUTH ROAD/AVE 3,40502.4219,33588.332,YES
B65L,BLK 152A BEDOK SOUTH ROAD,40720.5785,33389.4366,NO
B65M,BLK 154 BEDOK SOUTH ROAD,40577.3467,33351.3208,YES
B66,BLK 637A BEDOK RESERVOIR ROAD,35903.9044,34750.8852,YES
B67,BLK 649A JALAN TENAGA,36132.6219,34913.1736,YES
B68,BLK 10A BEDOK SOUTH AVENUE 2,39530.0381,33861.6257,YES
B69,BLK 94A BEDOK NORTH AVENUE 4,40091.8567,35069.2759,YES
B7,BLK 211/218 BEDOK NORTH STREET 1,38973.5423,34152.0151,YES
B7A,BLK 216/218 BEDOK NORTH ST 1,39208.9372,34373.2247,YES
B7B,BEDOK CENTRAL,39298.3108,34305.7565,NO
B70,BLK 201 BEDOK NORTH ST 1,38536.5889,34280.1109,YES
B71,BLK 29C CHAI CHEE AVENUE,38125.3637,34059.3926,YES
B72,BLK 660A JALAN TENAGA,36243.3489,35174.2762,YES
B73,BLK 651A JALAN TENAGA,36196.3322,34965.864,YES
B74,BLK 671A JALAN DAMAI,36428.7057,35005.0793,YES
B75,BLK 613C BEDOK RESERVOIR ROAD,37379.8318,35029.8453,YES
B76,BLK 761A BEDOK RESERVOIR VIEW,39251.41,35342.7343,YES
B77,BLK 765A BEDOK RESERVOIR VIEW,39464.4992,35319.6825,YES
B78,BLK 769A BEDOK RESERVOIR VIEW,39692.6527,35310.6109,YES
B79,BLK 772A BEDOK RESERVOIR VIEW,39583.9006,35439.6773,YES
B8,BLK 201/203 BEDOK NORTH STREET 1,38567.8313,34234.9589,YES
B80,BLK 739A BEDOK RESERVOIR ROAD,38020.7204,35604.61,YES
B81,BLK 30A NEW UPPER CHANGI ROAD,39309.7384,33939.7118,YES
B82,BLK 509B BEDOK NORTH STREET 3,38805.8064,35117.6383,YES
B83,BLK 21A CHAI CHEE ROAD,37899.5392,34299.8988,YES
B84,BLK 215A BEDOK CENTRAL,39227.6155,34273.0906,YES
B85,BLK 184 BEDOK NORTH RD,40023.6834,34256.9953,YES
B86,BLK 114A BEDOK NORTH ST 2,39379.4586,34770.0381,YES
B87,BLK 13A BEDOK SOUTH RD,39449.3971,33644.4324,YES
B88,BLK 34A BED0K SOUTH AVE 2,39683.2391,33835.9985,YES
B89,BLK 116A BEDOK NORTH ROAD,39568.2194,34796.4641,YES
B9,BLK 402/403 BEDOK NORTH AVENUE 3,39184.2416,34709.4842,YES
B90,BLK 35A BEDOK SOUTH AVE 2,39831.9791,33865.2621,YES
B91,BLK 630 BEDOK RESERVOIR ROAD,37007.0862,34999.621,YES
B92,BLK 2A BEDOK SOUTH AVE 1,39197.6251,33772.3265,YES
B93,BLK 19A BEDOK SOUTH ROAD,39224.3984,33631.2777,YES
B94,BLK 513A BEDOK NORTH AVE 2,38688.1313,34940.2851,YES
B94A,"BLK 512 TO 518, 554 BEDOK NORTH AVE 2",38668.2981,34834.5151,YES
B95,BLK 220 BEDOK CENTRAL,39325.3283,34194.2403,YES
B96,BLK 219 BEDOK CENTRAL,39088.1581,34133.7804,YES
B97,BLK 714A BEDOK RESERVOIR ROAD,38037.1417,35371.0192,YES
B98,BLK 748 BEDOK RESERVOIR CRESCENT,37860.0561,35362.5681,YES
B99M,BLK 807 CHAI CHEE ROAD,37954.0727,34412.5835,YES
CAM,BLK 88 TANGLIN HALT RD,24092.2494,31574.3039,YES
CCKC,309 CHOA CHU KANG AVE 4,18254.4236,40780.2921,YES
CCM,BLK 84A COMMONWEALTH CLOSE,24269.3904,31777.7395,YES
CC1,BLK 1/2 CHAI CHEE STREET,37970.7792,34316.7372,NO
CC10,BLK 43/45 CHAI CHEE STREET,38267.4015,34545.0259,YES
CC11,BLK 50/54 CHAI CHEE STREET,37828.6078,34590.3599,YES
CC12,BLK 11 CHAI CHEE ROAD,38194.9297,34332.7592,YES
CC4,"BLK 22/24, 59/63, 803/805 CHAI CHEE ROAD",37801.1879,34221.6662,YES
CC5,BLK 27 CHAI CHEE ROAD,38025.2345,34117.8358,YES
CC6,BLK 25-27 CHAI CHEE ROAD,38043.4844,33973.1328,YES
CC7,BLK 30/40 CHAI CHEE AVENUE,38279.717,34164.7007,YES
CC8,BLK 55/58 CHAI CHEE DRIVE,37584.5733,34347.0451,YES
CC9,BLK 41/42 CHAI CHEE STREET,38313.9557,34438.2547,YES
CDM,BLK 54 C'WEALTH DR,23934.8536,31553.8887,YES
CKK1,BLK 355 CHOA CHU KANG CENTRAL,18073.929,40606.0548,NO
CKM1,BLK 429A CHOA CHU KANG AVENUE 4,17706.6149,40616.7716,YES
CKM2,BLK 625A CHOA CHU KANG STREET 62,18365.515,42251.984,YES
CKM3,BLK 445A CHOA CHU KANG AVE 4,17241.061,40350.4217,YES
CKM4,BLK 474A CHOA CHU KANG AVE 3,17384.4024,40068.5078,YES
CKM5,BLK 450A CHOA CHU KANG AVE 4,17135.7982,40142.8636,YES
CKM6,BLK 462A CHOA CHU KANG AVE 4,17141.5616,39946.6052,YES
CKM7,BLK 483A CHOA CHU KANG AVE 5,17288.8253,39773.897,YES
CKM8,BLK 486A CHOA CHU KANG AVE 5,17432.5108,39671.7658,YES
CKM9,BLK 297B CHOA CHU KANG AVE 2,17981.6699,39927.7497,YES
CKT1,BLK BETWEEN 404 & 426 CHOA CHU KANG AVENUE 1/4,17457.2727,40253.9548,YES
CKT2,BLK 302 CHOA CHU KANG LOOP,17986.1193,40839.8157,YES
CK1,BLK 101/108 TECK WHYE LANE,19169.1019,39939.7774,YES
CK10,BLK 227A CHOA CHU KANG CENTRAL,18219.6466,40274.898,YES
CK11,BLK 287A CHOA CHU KANG AVENUE 2,17822.7967,40079.0923,YES
CK12,BLK 409/413 CHOA CHU KANG AVE 3,17816.8828,40361.3125,NO
CK13,BLK 414-420 CHOA CHU KANG AVENUE 4,17841.917,40541.616,NO
CK14,BLK 278/287 CHOA CHU KANG AVENUE 2/3,17897.997,40235.3892,YES
CK15,BLK 288/295 CHOA CHU KANG AVENUE 2/3,17716.2981,40045.082,NO
CK16,BLK 401/408 CHOA CHU KANG AVE 3,17528.125,40178.0781,NO
CK17,BLK 421/428 CHOA CHU KANG AVENUE 4,17691.7227,40448.332,NO
CK18,BLK 130/132 CHOA CHU KANG AVE 1,18797.0391,40329.4648,YES
CK19,BLK 133/134 TECK WHYE LANE,18875.7734,40272.4492,NO
CK2,BLK 109/117 TECK WHYE LANE,18880.332,40136.4375,YES
CK20,"BLK 429, 438-441 CHOA CHU KANG AVENUE 4",17629.7003,40593.1789,YES
CK22,BLK 343A CHOA CHU KANG LOOP,18276.2056,40644.1197,YES
CK23,BLK 430-437 CHOA CHU KANG AVENUE 4,17782.5234,40677.3633,YES
CK24,BLK 350-351 CHOA CHU KANG CENTRAL,17983.1711,40586.8844,NO
CK25,BLK 352-355 CHOA CHU KANG CENTRAL,18031.459,40472.3086,NO
CK26,"BLK 302, 304-308 CHOA CHU KANG LOOP",17943.7793,40730.3711,YES
CK28,BLK 276A CHOA CHU KANG AVENUE 2,18079.0694,40228.4669,YES
CK29,BLK 276/277 CHOA CHU KANG AVENUE 2,18072.2888,40190.9725,NO
CK3,BLK 118/124 TECK WHYE LANE,18734.6348,40064.9164,YES
CK3A,BLK 118A TECK WHYE LANE,18725.4974,40162.9532,YES
CK30,BLK 248/250 CHOA CHU KANG AVENUE 2,18213.6543,40111.7031,YES
CK31,BLK 251A CHOA CHU KANG AVENUE 2,18164.3898,40080.8939,YES
CK32,BLK 253A CHOA CHU KANG AVE 1,18055.7989,39931.0181,YES
CK33,BLK 502A CHOA CHU KANG STREET 51,17943.2973,41180.8424,YES
CK34,BLK 511A CHOA CHU KANG STREET 51,17736.9363,41167.5327,YES
CK35,BLK 513A CHOA CHU KANG STREET 51,17881.6424,41361.0029,YES
CK36,BLK 527A CHOA CHU KANG STREET 51,17735.8704,41577.6177,YES
CK37,BLK 552A CHOA CHU KANG STREET 52,17863.0257,41773.0092,YES
CK38,BLK 541A CHOA CHU KANG STREET 52,18148.0534,41666.0012,YES
CK39,BLK 559A CHOA CHU KANG NORTH 6,18090.945,42004.5732,NO
CK4,"BLK 135-138,141,142 & 145 TECK WHYE LANE/AVE",18912.6962,40234.9502,NO
CK4A,BLK 144/145 TECK WHYE LANE/AVE,18972.5753,40347.8975,YES
CK40,BLK 567A CHOA CHU KANG STREET 52,18298.9982,41919.8106,YES
CK41,BLK 708A CHOA CHU KANG STREET 53,18333.4408,41430.698,YES
CK42,BLK 754A CHOA CHU KANG NORTH 5,18363.8684,41631.0171,YES
CK44,BLK 762A CHOA CHU KANG NTH 5,18631.6662,41611.081,YES
CK45,BLK 771A CHOA CHU KANG ST 54,18724.0529,41824.3887,YES
CK46,BLK 792A CHOA CHU KANG NTH 6,18675.6762,41907.1414,YES
CK47,BLK 787A CHOA CHU KANG DRIVE,18471.7225,41904.1787,YES
CK48,BLK 604A CHOA CHU KANG ST 62,18189.9873,42143.3391,YES
CK49,BLK 610A CHOA CHU KANG ST 62,18006.9629,42295.9806,YES
CK5,BLK 139 & 140 TECK WHYE LANE/AVE,19030.3926,40238.918,NO
CK50,BLK 611A CHOA CHU KANG ST 62,18031.8277,42477.9839,YES
CK51,BLK 621A CHOA CHU KANG NORTH 7,18459.6171,42391.2166,YES
CK52,BLK 659A/660A/661A CHOA CHU KANG CRESCENT,18754.0711,42503.4389,YES
CK53,BLK 668A CHOA CHU KANG CRESCENT,18748.505,42602.4434,YES
CK54,BLK 638-643 CHOA CHU KANG STREET 64,18629.4583,42224.5521,YES
CK55,BLK 631-637 & 636A CHOA CHU KANG NORTH 6,18561.8248,42111.2701,NO
CK56,BLK 675A CHOA CHU KANG CRESCENT,18357.265,42562.8339,YES
CK57,BLK 669A CHOA CHU KANG CRESCENT,18541.2289,42678.1909,YES
CK58,BLK 678A CHOA CHU KANG CRESCENT,18157.8829,42638.4707,YES
CK59,BLK 297A CHOA CHU KANG AVE 2,17841.6171,39866.5767,YES
CK6,"BLK 143, 144 & 146 TECK WHYE LANE",19073.3023,40300.0728,NO
CK6A,BLK 146A 146A TECK WHYE AVENUE,19076.7918,40333.5431,YES
CK60,BLK 683 CHOA CHU KANG CRESCENT,18268.595,42905.4416,YES
CK61,BLK 686 CHOA CHU KANG CRESCENT,18607.321,42882.7597,YES
CK62,BLK 687 CHOA CHU KANG DRIVE,18715.5324,42855.1194,YES
CK63,BLK 689 CHOA CHU KANG CRESCENT,18826.1888,42747.1959,YES
CK64,BLK 692 CHOA CHU KANG CRESCENT,18872.7705,42404.3378,YES
CK65,"BLK 535,536 AND 537 CHOA CHU KANG STREET 51",18064.0069,41548.1433,NO
CK66,BLK 573A CHOA CHU KANG STREET 52,18230.9826,41763.9633,NO
CK7,BLK 135A TECK WHYE LANE,18945.8673,40250.2699,YES
CK70,BLK 476 CHOA CHU KANG AVE 5,17408.5254,39880.0108,YES
CK71,BLK 488 CHOA CHU KANG AVE 5,17467.9916,39852.8673,YES
CK72,BLK 489 CHOA CHU KANG AVE 5,17718.345,39728.0193,YES
CK73,BLK 801 KEAT HONG CLOSE,17994.5933,39697.5018,YES
CK74,BLK 805 KEAT HONG CLOSE,17975.1882,39477.9306,YES
CK75,BLK 809 CHOA CHU KANG AVENUE 1,18119.3938,39664.2718,YES
CK76,BLK 810 CHOA CHU KANG AVE 7,18305.5202,39560.1044,YES
CK77,BLK 815 CHOA CHU KANG AVE 7,18361.9468,39838.3954,YES
CK78,817 KEAT HONG LINK,18660.8389,39885.9891,YES
CK8,BLK 201-221 CHOA CHU KANG CENTRAL,18405.5916,40449.7464,NO
CK8A,BLK 203A CHOA CHU KANG AVE 1/CENTRAL,18614.0227,40353.8181,YES
CK9,BLK 223-227 CHOA CHU KANG CENTRAL,18162.1088,40384.5044,NO
CK9A,BLK 228-239 CHOA CHU KANG CENTRAL,18449.8356,40217.8144,YES
CLM,BLK 129A CLARENCE LANE,25894.5957,30541.7316,YES
CLRG,312 CLEMENTI AVE 4,20283.9283,33479.407,YES
CLTR,BLK 311 CLEMENTI AVE 4,20411.5945,33513.7467,YES
CM1,BLK 10 CANTONMENT CLOSE,28656.4003,28548.62,YES
CR1,BLK 1/3/15/17 BEACH ROAD,31337.5185,31734.6056,NO
CR1A,BLK 2 BEACH ROAD,31521.2359,31781.8809,NO
CR1B,BLK 3 BEACH ROAD,31565.7734,31819.2245,NO
CR2,BLK 3/4 BEACH ROAD,31599.1055,31890.8184,NO
CR29,BLK 29/30 KELANTAN LANE,30612.5155,32012.4666,YES
CR3,BLK 9 NORTH BRIDGE ROAD,31450.707,31933.4004,NO
CR30,BLK 639/640 ROWELL COURT,30406.377,32213.3125,NO
CR31,BLK 632/633/635 VEERASAMY ROAD,30379.3535,32063.9883,NO
CR4,BLK 7 NORTH BRIDGE ROAD,31351.9277,31854.1587,NO
CR5,BLK 18/19 JALAN SULTAN,31218.4922,31730.7441,YES
CR6,BLK 10 NORTH BRIDGE ROAD,31342.5234,31983.7852,YES
CR7,BLK 464/463 CRAWFORD LANE,31229.7422,31984.8511,YES
CSM,BLK 54 CHIN SWEE ROAD MSCP,28873.2635,29983.8819,YES
CTM1,BLK 441 COMMONWEALTH AVE WEST,20293.6227,33003.4096,YES
CVBK,BLK 8C BOON KENG ROAD,31083.7452,33199.2328,NO
CV1,BLK 1/1A TELOK PAKU ROAD,45233.8667,41140.4649,YES
CV2,BLK 3 CHANGI VILLAGE ROAD,45212.8158,41314.4339,YES
CV3,BLK 5 CHANGI VILLAGE ROAD,45045.6516,41323.3393,YES
CV4,BLK 6 CHANGI VILLAGE ROAD,45264.5806,41344.1397,YES
CY,BLK 269/269A/269B CHENG YAN COURT CAR PARK,30264.3593,31442.1456,NO
C10,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5",20837.8461,33414.5726,YES
C11,"BLK 321-322,324-326 CLEMENTI AVENUE 5",20523.8542,33130.6004,YES
C12,"BLK 301-302,305-308 CLEMENTI AVENUE 4",20519.9139,33782.4237,YES
C13M,BLK 309A CLEMENTI AVE 4,20528.1198,33646.8063,YES
C14M,BLK 318A CLEMENTI AVE 4,20417.4455,33296.1766,YES
C15M,BLK 440 CLEMENTI AVE 3,20290.6787,33170.3249,YES
C16,BLK 430-435 CLEMENTI AVE 3,20116.5191,32955.7857,YES
C17,"BLK 442-444,442A CLEMENTI AVE 3",20273.9935,32905.3373,YES
C18,BLK 426/428 CLEMENTI AVE 3,20215.8784,32729.9597,YES
C18A,BLK 426/427 CLEMENTI AVE 3,20306.3068,32672.9468,NO
C19M,BLK 445 CLEMENTI AVE3,20269.322,32850.6337,YES
C20,BLK 449-451 CLEMENTI AVE 3,20425.9232,32848.95,YES
C20M,BLK 462A CLEMENTI AVENUE 3,20469.2131,32645.0967,YES
C21L,BLK 454 TO 460 CLEMENTI AVE 3,20624.0039,32590.9865,NO
C21M,BLK 455A CLEMENTI AVE 3,20566.6991,32662.4476,YES
C22M,BLK 109A CLEMENTI ST 11,20991.1005,33766.9817,YES
C24,BLK 110/118 CLEMENTI STREET 13,21096.4707,34048.6484,YES
C25,BLK 101-104 CLEMENTI STREET 14,20840.7482,33844.4911,YES
C26,BLK 105-107 CLEMENTI STREET 12,20945.3775,33870.6421,YES
C27,BLK 108/109 CLEMENTI STREET 11,21010.3372,33832.437,YES
C28,BLK 201/206 CLEMENTI AVENUE 6,20211.495,33712.5638,YES
C28M,BLK 208 CLEMENTI AVE 6,20070.902,33845.674,YES
C29,BLK 501-505 WEST COAST DRIVE,19754.8437,32767.8945,YES
C29A,BLK 503 WEST COAST DRIVE,19749.6211,32629.2695,YES
C3M,BLK 416A CLEMENTI AVE 1,20967.8189,32458.1382,YES
C3ML,"BLK 419, 420 AND 420A CLEMENTI AVE 1",20852.22,32522.1809,NO
C30,BLK 507-509 WEST COAST DRIVE,19998.4863,32640.0059,YES
C31,BLK 510/511 WEST COAST ROAD,19907.0039,32541.0547,YES
C32,BLK 514-519 WEST COAST ROAD,19738.0729,32326.8057,YES
C33,BLK 601-613 CLEMENTI WEST STREET 1,20603.5028,31877.1704,YES
C34,BLK 702/703 WEST COAST ROAD,19944.5184,32148.1942,NO
C35,BLK 704-714 CLEMENTI WEST STREET 2,20000.4883,31993.6074,YES
C36,BLK 728/729 CLEMENTI WEST STREET 2,20236.2232,31960.1377,NO
C37,"BLK 720-727,730-731 CLEMENTI WEST STREET 2",20282.323,31764.2687,YES
C38,BLK 715-717 CLEMENTI WEST STREET 2,20121.5156,31683.3711,NO
C39,CLEMENTI SPORTS COMPLEX,20089.6113,32510.9746,YES
C4M,BLK 413A COMMONWEALTH AVENUE WEST,21009.1656,32642.4126,YES
C41,CLEMENTI WOODS,20797.769,31374.2132,YES
C5,"BLK 358-360,362-363,366-367 CLEMENTI AVE 2",20905.8297,32821.8286,YES
C6,BLK 328-334 CLEMENTI AVE 2,20696.2978,32975.0306,YES
C7,BLK 349-355 CLEMENTI AVE 2,21037.2754,33018.7828,YES
C8,BLK 335/338 CLEMENTI AVE 2,20800.9102,33216.8047,YES
C9,BLK 340/342/343/346-348 CLEMENTI AVE 5,20988.0194,33324.5654,YES
DRM1,BLK 104C DEPOT ROAD,25576.6096,29218.1692,YES
DRM2,BLK 112C DEPOT ROAD,25165.8976,29305.1091,YES
DRM3,108A DEPOT ROAD,25390.1316,29254.1321,YES
DRM4,BLK 105 DEPOT ROAD,25668.1428,29257.6985,YES
DRM5,BLOCK 110 DEPOT ROAD,25346.6693,29308.7018,YES
DRS,BLK 102A/102B DEPOT ROAD,25737.908,29213.3689,YES
DUXM,BLK 1 CANTONMENT ROAD,28860.8985,28827.1925,NO
DWSP,BLK 95A DAWSON ROAD,25620.1022,30938.7202,YES
DWST,BLK 89A DAWSON ROAD,25626.2862,30840.6986,NO
DWSV,BLK 85 DAWSON ROAD,25362.2059,30853.9755,YES
DWVT,BLK 78A DAWSON ROAD,25420.9278,30734.4029,YES
ECM,BLK 31A EUNOS CRESCENT,35602.0712,33587.8309,YES
EC2,BLK 12-25 EUNOS CRESCENT,35915.3437,33873.7578,YES
EC3,BLK 5-8/11/4A EUNOS CRESCENT,35919.0977,33712.4297,YES
EC4,BLK 1-3/1A EUNOS CRESCENT,35720.628,33641.6254,YES
EC5,BLK 9-10 EUNOS CRESCENT,35717.5859,33809.3711,NO
EC7,BLK 842-848 SIMS AVENUE,35601.9233,33339.4481,NO
EC7T,BLK 842 TO 848 SIM AVENUE,35625.1072,33420.8287,NO
EC8,BLK 2A EUNOS MRT SIMS AVENUE,35778.02,33499.0305,YES
EI1,BLK 1001-1085 EUNOS INDUSTRIAL ESTATE,35070.0793,33964.0908,NO
EI3,BLK 410/411/414-417 EUNOS ROAD 5,35240.6635,33456.9535,NO
EPL,BLK 1/7 EVERTON PARK,28733.8679,28847.7781,NO
EPM,BLK 6A EVERTON ROAD,28622.0835,28739.5121,YES
FRM,BLK 808 FRENCH ROAD MSCP,31121.2668,32341.4155,YES
FR2C,BLK 3/4 QUEEN'S ROAD,25150.3008,33394.0586,YES
FR2S,BLK 2/3/4 QUEEN'S ROAD,25091.4622,33354.5073,YES
FR3M,BLK 8A EMPRESS ROAD,24983.1434,33218.9585,YES
FR4M,BLK 6A FARRER ROAD,25130.4814,33238.9594,YES
GBM,BLK 60A GEYLANG BAHRU,31930.2182,33890.9953,YES
GEM,BLK 118 ALJUNIED AVE 2,34041.285,33588.5472,YES
GEML,BLK 118 ALJUNIED AVE 2,34068.7879,33577.593,NO
GE1A,BLK 99-106/111-112 ALJUNIED CRESCENT,33577.7747,33572.0259,YES
GE1B,BLK 114-117 ALJUNIED AVENUE 2,33973.3743,33717.7668,YES
GE1C,BLK 119 ALJUNIED CRESCENT,33896.2141,33557.8016,YES
GE1D,BLK 1005-1012 ALJUNIED CRESCENT,34214.9727,33789.4883,YES
GE1E,BLK 109-110 ALJUNIED CRESCENT,33687.9721,33553.6719,YES
GE1F,BLK 107-108 ALJUNIED CRESCENT,33666.5701,33497.1087,YES
GE1G,BLK 95 & 113 ALJUNIED CRESCENT,33897.2922,33690.8917,NO
GE2,BLK 120 TO 123 GEYLANG EAST CENTRAL,33733.7656,33357.2852,YES
GE3,BLK 124 TO 128 GEYLANG EAST AVE 1,34014.6484,33308.1484,YES
GE5,BLK 129-134 GEYLANG EAST AVE 1/2,34037.1328,33202.9687,YES
GMLM,BLK 24 GHIM MOH LINK,22713.9209,32338.0954,YES
GM1A,BLK 2A GHIM MOH ROAD,22836.9123,32767.7127,YES
GM1B,BLK 5A GHIM MOH RD,22985.068,32801.7739,YES
GM1M,31A GHIM MOH LINK,22552.3566,32407.3317,YES
GM2,BLK 7/8/9 GHIM MOH ROAD,22974.2865,32655.7823,YES
GM2A,BLK 8A GHIM MOH RD,22874.5952,32575.0244,YES
GM3,BLK 19/20 GHIM MOH ROAD,23051.41,32606.52,YES
GM5,BLK 21 GHIM MOH ROAD,23013.32,32520.93,YES
GM6A,BLK 13A GHIM MOH RD,23036.915,32422.5932,NO
GM6B,BLK 16A GHIM MOH ROAD,22917.7735,32435.7026,YES
GSM,BLK 2 GEYLANG SERAI,35236.2639,33275.6378,YES
GSML,BLK 2 GEYLANG SERAI,35252.7807,33256.2338,NO
HCM,BLK 104A HENDERSON CRESCENT,26691.3633,30161.685,YES
HDBH,BLK 480 480 LORONG 6 TOA PAYOH,29669.4119,34933.9237,YES
HE1,BLK 102/103/104 HENDERSON CRESCENT,26779.8906,30181.1563,NO
HE12,BLK 78/81 REDHILL LANE,26367.5806,30069.2434,YES
HE14,BLK 115 BUKIT MERAH VIEW,26768.4355,29793.2871,YES
HE17,BLK 93/96 HENDERSON RD,26561.0277,29871.6493,YES
HE19,ALEXANDRA RD,26627.3867,30326.9473,YES
HE22,BLK 105 HENDERSON RD,26834.7218,30269.4645,NO
HE24,BLK 116 BUKIT MERAH VIEW,26627.4121,29677.5937,YES
HE3,BLK 116/117 BUKIT MERAH VIEW,26708.25,29683.2227,YES
HE4,BLK 121/122 & 127 BUKIT MERAH VIEW,26827.4609,29545.2148,YES
HE9,BLK 118/119 BUKIT MERAH VIEW,26650.6074,29571.3613,YES
HG1,"BLK 1,2,6,7 HOUGANG AVE 3",34773.1311,38246.9455,YES
HG1A,BLK 470 UPPER SERANGOON CRESCENT,35619.4738,40071.2687,YES
HG1B,BLK 475 UPPER SERANGOON CRESCENT,35497.5223,39745.8425,YES
HG1C,BLK 476 UPP SERANGOON VIEW,35829.7203,39930.3842,YES
HG1D,BLK 376 HOUGANG ST 32,34765.7308,38421.4154,YES
HG1E,BLK 377 HOUGANG STREET 32,34832.7635,38300.6631,YES
HG10,BLK 101-108 HOUGANG AVENUE 1,34361.8201,37404.5949,YES
HG11,BLK 301-319 HOUGANG AVENUE 5,34862.2295,38666.4192,YES
HG12,BLK 320-324 HOUGANG AVENUE 5,35216.1904,38747.8164,YES
HG13,BLK 325/326 HOUGANG AVENUE 7,35261.0156,38873.8796,YES
HG14,"BLK 327-328,332-334,358-363 HOUGANG AVENUE 5",35023.2798,39024.5479,NO
HG15,BLK 208-210 HOUGANG STREET 21,33942.0874,37892.5664,YES
HG16,BLK 211-212 HOUGANG STREET 21,34095.5904,37977.2274,YES
HG17,BLK 231/233/235/237 HOUGANG STREET 21,34080.7076,37750.4416,YES
HG18,BLK 230/232/234/236/238 HOUGANG AVENUE 1,34191.1758,37792.5508,NO
HG19,BLK 138-145 LORONG AH SOO,33618.2651,37216.3433,YES
HG2,BLK 15-18 HOUGANG AVE 3,34533.3906,38329.9531,YES
HG2A,BLK 473 UPP SERANGOON CRESCENT,35501.0297,39817.8795,YES
HG2B,BLK 933 HOUGANG AVENUE 9,33468.3697,39724.6803,YES
HG2C,BLK 364 / 365 UPP SERANGOON RD,35112.2965,39125.1711,YES
HG2D,"BLK 581,582 AND 582A BUANGKOK GREEN",33994.2969,40153.4168,NO
HG20,BLK 128-137 LORONG AH SOO,33910.4258,36933.0703,NO
HG22,BLK 154-157 HOUGANG STREET 11,33243.2373,37175.2101,NO
HG23,BLK 239-246 HOUGANG STREET 22,34480.0781,37732.4375,NO
HG24,BLK 247-254 HOUGANG AVENUE 3,34496.2494,37985.1602,NO
HG25,BLK 205 HOUGANG STREET 21,33961.8596,37988.3801,YES
HG26,BLK 335-341 HOUGANG AVENUE 7,35293.1914,39057.5898,YES
HG29,BLK 351-357 HOUGANG AVENUE 7,35318.5017,39372.252,YES
HG3A,BLK 997 BUANGKOK CRESCENT,33282.6779,40818.5609,YES
HG3B,BLK 991 BUANGKOK LINK,33375.828,40694.4027,YES
HG3C,BLK 996 BUANGKOK CRESCENT,33418.229,40968.2736,YES
HG3D,BLK 998 BUANGKOK CRESCENT,33158.7215,40684.5984,YES
HG3E,BLK 993 BUANGKOK LINK,33602.1418,40785.1834,YES
HG3L,"BLK 993A-993B, 994A-994C, 995A-995D, BUANGKOK CRESCENT/BUANGKOK LINK",33373.4677,40905.5905,NO
HG30,BLK 464-468 HOUGANG AVENUE 10,35083.1678,39473.6275,YES
HG31,BLK 414-416 HOUGANG AVENUE 10,35011.0401,39719.7005,YES
HG32,BLK 601-608 HOUGANG AVENUE 4,33869.4973,39265.7089,YES
HG33,BLK 609-621 HOUGANG AVENUE 8,33681.9766,39065.4219,YES
HG34,BLK 622-632 HOUGANG AVENUE 8,33362.3594,39106.8477,YES
HG35,"BLK 701-702,707-710 HOUGANG AVENUE 2",34192.6367,38725.0781,YES
HG36,"BLK 703-706,711-712 HOUGANG AVENUE 2",34041.3045,38684.032,YES
HG37,BLKS 501-507 HOUGANG AVENUE 8,34015.3359,39445.9023,YES
HG38,"BLK 508-517,520-533 HOUGANG AVENUE 10",34274.4064,39391.9731,YES
HG39,HOUGANG SPORTS COMPLEX,33859.2191,39106.9608,YES
HG4,BLK 19-23 HOUGANG AVE 3,34417.4102,38475.2617,YES
HG40,"BLK 1 TO 32, 37 TO 38 DEFU LANE 10",34539.9612,37136.0181,YES
HG41,BLK 633-642 & 647-648 HOUGANG AVENUE 8,33122.7539,39254.3111,YES
HG42,BLK 643-646/649-662/665-667 HOUGANG AVENUE 8,33575.4429,39573.3197,YES
HG43,BLK 668-680 HOUGANG AVENUE 8,33674.0721,39346.8732,YES
HG44,BLK 681-684 HOUGANG AVENUES 4/8,33899.488,39516.6851,YES
HG45,BLK 685-691 HOUGANG STREET 61,33877.2539,39766.0352,YES
