car_park_no,address,x_coord,y_coord,night_parking
PDJ3,BLK 399 YUNG SHENG RD,15435.0187,35211.8516,YES
PDJ7,BLK 762A JURONG WEST ST 75,12930.5286,36787.2543,YES
PDL1,BLK 168 PUNGGOL FIELD,36861.9823,41783.2542,NO
PDP4,BLK 446A FAJAR ROAD,21106.05,40635.5878,YES
PDP5,BLK 524A JELAPANG ROAD,20516.3308,40817.8945,YES
PDQ5,BLK 57 DAWSON RD,25514.1791,30563.4425,YES
PDR2,BLK 258 PASIR RIS ST 21,42604.5156,38773.6442,YES
PDR6,BLK 624A ELIAS RD,40065.8952,39988.2066,YES
PDR7,BLK 734 PASIR RIS ST 72,39453.4352,40190.3477,YES
PDS1,BLK 118 RIVERVALE DR,35624.873,40823.859,YES
PDT8,BLK 866A TAMPINES ST 83,39261.5396,37495.72,YES
PDW5,BLK 548 WOODLANDS DR 44,23640.69,45832.6288,YES
PDW7,BLK 768 WOODLANDS AVE 6,24076.3392,47457.4236,YES
PDW8,BLK 888A WOODLANDS DR 50,23752.5835,46647.3671,YES
PD8W,BLK 883A WOODLANDS ST 82,23295.7544,47198.0451,YES
PLB1,BLK 440 PASIR RIS DRIVE 4,41971.3984,39012.3008,NO
PL10,BLK 174 PUNGGOL FIELD,36567.6957,42059.8507,YES
PL11,BLK 175 PUNGGOL FIELD,36383.4393,42222.0385,YES
PL12,BLK 137 EDGEDALE PLAINS,36467.5455,41586.9263,YES
PL13,BLK 131 EDGEDALE PLAINS,36576.967,41721.609,YES
PL14,BLK 292 PUNGGOL CENTRAL,35982.6704,42695.5596,YES
PL15,BLK 171 EDGEDALE PLAINS,36821.298,41862.4746,YES
PL16,BLK 180 EDGEFIELD PLAINS,36463.3164,42276.7143,YES
PL17,BLK 642 PUNGGOL DRIVE,37244.6093,42288.7308,YES
PL18,BLK 162 PUNGGOL CENTRAL,37013.9934,41998.5248,YES
PL19,"BLK 186-188,190-192 PUNGGOL CENTRAL",36545.1733,42395.6863,NO
PL20,BLK 638 PUNGGOL DRIVE,37111.8432,42381.4517,YES
PL21,BLK 166 PUNGGOL CENTRAL,37141.8926,41874.4571,YES
PL22,BLK 644 PUNGGOL CENTRAL,37191.4597,42180.6537,YES
PL23,BLK 201 PUNGGOL FIELD,35831.2383,42404.7448,YES
PL24,BLK 178 & 193 EDGEFIELD PLAINS,36348.4338,42380.9942,NO
PL25,BLK 172 EDGEDALE PLAINS,36731.4595,41935.1533,YES
PL26,BLK 650 PUNGGOL CENTRAL,37123.7973,42130.2229,YES
PL27,BLK 204 PUNGGOL FIELD,35762.7151,42260.5799,YES
PL28,BLK 194 PUNGGOL ROAD,36145.8836,42652.6976,YES
PL29,BLK 633 PUNGGOL DRIVE,36897.0646,42490.1374,NO
PL30,BLK 170D PUNGGOL EAST,36989.2194,41806.2447,NO
PL31,BLK 301 PUNGGOL CENTRAL,36110.4866,42837.2882,YES
PL32,BLK 302 PUNGGOL PLACE,35933.3863,42966.5081,YES
PL33,BLK 621A - 621B EDGEFIELD WALK,36521.4363,42569.3563,NO
PL34,BLK 603 PUNGGOL ROAD,36309.071,42857.6068,YES
PL35,BLK 602 PUNGGOL CENTRAL,36232.401,42775.4525,YES
PL36,BLK 305 PUNGGOL ROAD,36113.2644,43096.1637,YES
PL37,BLK 614 EDGEFIELD PLAINS,36495.4409,42788.2417,YES
PL38,BLK 612 PUNGGOL DRIVE,36381.5675,42939.0974,YES
PL39,BLK 267 PUNGGOL FIELD,35192.9049,42872.8244,YES
PL40,BLK 270 PUNGGOL FIELD,35326.1743,42841.9622,NO
PL41,BLK 273 PUNGGOL PLACE,35636.9282,42723.6586,YES
PL42,BLK 616 PUNGGOL DRIVE,36722.4823,42665.6779,NO
PL43,BLK 288 PUNGGOL PLACE,35765.2615,42620.0879,YES
PL44,BLK 206A PUNGGOL PLACE,35568.6186,42304.0762,NO
PL45,BLK 169 PUNGGOL FIELD,37034.4487,41726.1275,NO
PL46,BLK 624 PUNGGOL CENTRAL,36714.9868,42459.2349,NO
PL47,BLK 207 PUNGGOL PLACE,35522.7156,42499.8392,NO
PL48,BLK 271 PUNGGOL WALK,35463.4411,42762.8004,NO
PL49,BLK 210 PUNGGOL PLACE,35463.2889,42357.9568,NO
PL50,BLK 211 PUNGGOL WALK,35358.2193,42587.4444,NO
PL51,BLK 213 PUNGGOL WALK,35273.4071,42431.6579,YES
PL52,BLK 312 SUMANG LINK,35583.2467,43557.8383,YES
PL53,BLK 266 PUNGGOL WAY,35221.6263,43013.9553,YES
PL54,BLK 259 PUNGGOL FIELD,34902.6149,42928.77,YES
PL55,BLK 261 PUNGGOL WAY,35069.2354,43028.1349,YES
PL56,BLK 672 EDGEFIELD PLAINS,36726.0925,43212.3119,YES
PL57,BLK 665 PUNGGOL DRIVE,37055.2239,42642.9595,YES
PL58,663  PUNGGOL DRIVE,37289.3261,42421.1514,YES
PL59,BLK 308 PUNGGOL WALK,35282.797,43327.1927,YES
PL60,BLK 670 EDGEFIELD PLAINS,36896.1695,43074.4327,YES
PL61,BLK 678 PUNGGOL DRIVE,36410.0435,43106.6938,YES
PL62,BLK 256 SUMANG WALK,34923.1009,43042.4085,YES
PL63,BLK 677 PUNGGOL DRIVE,36486.8089,43065.2274,YES
PL64,BLK 676 PUNGGOL DRIVE,36557.4238,43015.7992,YES
PL65,BLK 310 PUNGGOL WALK,35389.8621,43509.9902,YES
PL66,BLK 121 EDGEDALE PLAINS,36352.1816,41721.0087,YES
PL67,BLK 314 PUNGGOL WAY,35143.9937,43367.4988,YES
PL68,BLK 217 SUMANG WALK,34935.4135,42745.609,YES
PL69,BLK 661 EDGEDALE PLAINS,37380.9995,42710.8525,YES
PL70,BLK 226 SUMANG LANE,34673.3293,42770.8483,YES
PL71,BLK 682 EDGEDALE PLAINS EDGEDALE PLAINS,37178.9151,42875.7489,YES
PL72,BLK 222 SUMANG LANE SUMANG LANE,34784.0419,42552.2276,YES
PL73,BLK 228 PUNGGOL FIELD,34533.1571,42794.7856,YES
PL74,BLK 233 SUMANG LANE,34486.264,42569.8371,YES
PL75,BLK 325 SUMANG WALK,35281.7517,43917.728,YES
PL76,BLK 326 SUMANG WALK SUMANG WALK,35345.9447,43901.2419,YES
PL77,BLK 659 PUNGGOL EAST ROAD,37596.6187,42542.5155,YES
PL78,BLK 322 SUMANG WALK,35143.0392,43671.1572,YES
PL80,BLK 407A-407B NORTHSHORE WALK,35655.2525,44286.5897,YES
PL81,BLK 421A NORTHSHORE DRIVE,35919.5379,44619.0472,YES
PL82,BLK 413A NORTHSHORE DR,35450.915,44307.2069,YES
PL83,BLK 419A NORTHSHORE DRIVE,35655.8827,44477.4339,YES
PM1,473A PASIR RIS DR 6,41720.207,39587.085,YES
PM10,BLK 204A PASIR RIS STREET 21,42373.461,38753.7772,NO
PM11,BLK 269A PASIR RIS STREET 21,42482.8751,38537.8136,YES
PM12,BLK 272A PASIR RIS STREET 21,42657.807,38550.2316,YES
PM13,BLK 199A PASIR RIS STREET 12,42053.3726,38723.5879,YES
PM14,BLK 180A PASIR RIS STREET 11,42109.8791,38528.4122,YES
PM15,BLK 158A PASIR RIS STREET 13,42284.7957,38467.7932,YES
PM16,BLK 149A PASIR RIS STREET 13,42400.9355,38268.6092,YES
PM17,BLK 142A PASIR RIS STREET 11,42071.2657,38321.6853,YES
PM18,BLK 135A PASIR RIS STREET 11,41750.9103,38533.7141,YES
PM19,BLK 108A PASIR RIS STREET 12,41766.7964,38887.5806,YES
PM2,BLK 220A PASIR RIS STREET 21,42210.8365,39121.6128,YES
PM20,BLK 526 PASIR RIS STREET 51,40702.1342,38896.9108,YES
PM21,BLK 530 PASIR RIS DR 1,40920.1747,39245.8244,YES
PM22,BLK 555A PASIR RIS STREET 51,41231.6084,38954.5238,YES
PM23,BLK 564A PASIR RIS STREET 51,40930.0174,38967.7033,YES
PM24,BLK 561A PASIR RIS STREET 51,41131.632,38802.2291,YES
PM25,BLK 500A PASIR RIS STREET 52,40496.5258,39820.0373,YES
PM26,BLK 521A PASIR RIS STREET 52,40316.681,39541.0967,YES
PM27,BLK 578A PASIR RIS STREET 53,40606.3885,39551.3513,YES
PM28,BLK 586A PASIR RIS STREET 53,40736.5955,39633.1743,YES
PM29,BLK 601A ELIAS ROAD,40247.7753,39924.3544,YES
PM3,BLK 225A PASIR RIS STREET 21,42201.9401,39312.6071,YES
PM30,BLK 614A ELIAS ROAD,40114.6224,39748.7266,NO
PM32,BLK 631A PASIR RIS DRIVE 3,39883.2972,40142.5172,YES
PM33,BLK 635A PASIR RIS DRIVE 1,39858.5997,39896.3925,YES
PM34,BLK 649A PASIR RIS DRIVE 10,39728.975,39998.0806,YES
PM35,BLK 700A PASIR RIS DRIVE 10,39721.1068,40304.2524,YES
PM36,BLK 710A PASIR RIS STREET 72,39546.2838,40486.3671,YES
PM37,BLK 718A PASIR RIS STREET 72,39429.3197,40431.9844,YES
PM38,BLK 736A PASIR RIS DRIVE 10,39565.4411,40102.7854,YES
PM4,BLK 231A PASIR RIS DRIVE 4,42258.6513,39567.5489,YES
PM40,BLK 744A PASIR RIS STREET 71,39358.5759,39992.2049,NO
PM41,BLK 747A PASIR RIS STREET 71,39214.3187,40090.5883,YES
PM43,BLK 757A PASIR RIS ST 71,39108.47,39913.5495,YES
PM44,BLK 762A PASIR RIS STREET 71,39126.6463,39773.0358,YES
PM45,BLK 773A PASIR RIS STREET 71,39416.5981,39622.2609,YES
PM46,BLK 782A PASIR RIS STREET 71,39692.8318,39469.9703,NO
PM5,BLK 235A PASIR RIS STREET 21,42388.3371,39530.4506,YES
PM6,BLK 245A PASIR RIS STREET 21,42477.8773,39204.2227,YES
PM7,BLK 257A PASIR RIS STREET 21,42459.8111,38843.4823,YES
PM8,BLK 458A PASIR RIS DRIVE 4,42126.5924,39294.429,YES
PM9,BLK 216A PASIR RIS STREET 21,42233.462,38924.6687,YES
PP1,BLK 101 TO 109 POTONG PASIR AVENUE 1,31994.78,35133.03,YES
PP2,BLK 143 TO 145 POTONG PASIR AVENUES 2/3,31643.1687,34986.5402,YES
PP3,BLK 134 TO 142 POTONG PASIR AVENUE 3,31619.7981,35088.4721,YES
PP4,BLK 121 TO 133 POTONG PASIR AVENUE 1,31650.3687,35213.5248,YES
PP5,BLK 113 TO 120 POTONG PASIR AVENUE 1,31328.03,35388.25,YES
PP6,BLK 146 POTONG PASIR AVENUE 2,31816.7963,34942.7097,YES
PP9T,BLK 145 POTONG PASIR AVENUES 2/3,31643.7896,34932.8598,YES
PRM,BLK 33 PARK CRESCENT MSCP,28996.2194,29764.092,YES
PRM1,BLK 441A PASIR RIS DRIVE 6,41857.2031,39071.4559,YES
PRS1,BLK 212A PASIR RIS STREET 21,42134.4478,38894.2762,NO
PR1,BLK 101/108 PASIR RIS STREET 12,41875.5357,38818.4836,YES
PR10,BLK 467/477 PASIR RIS DRIVE 6,41784.5801,39526.9469,YES
PR11,BLK 478/487 PASIR RIS DRIVE 4,42030.2409,39606.4261,NO
PR12,BLK 544/556 PASIR RIS STREET 51,41283.8272,38971.2519,YES
PR13,"BLK 537-543, 564-569 PASIR RIS STREET 51",40942.8203,39055.5703,YES
PR14,BLK 557-562 PASIR RIS ST 51,41151.375,38747.043,YES
PR2,BLK 109/129 PASIR RIS STREET 11,41590.9705,38812.1621,NO
PR3,BLK 531/536 PASIR RIS DR 1/PASIR RIS CENTRAL,41064.8727,39231.0631,YES
PR4,BLK 406/411 PASIR RIS DRIVE 6,41488.2976,39437.995,NO
PR5,"BLK 405/406, 412/429 PASIR RIS DRIVE 6",41554.7014,39169.7008,NO
PR6,BLK 441/445 PASIR RIS DRIVE 6,41830.3635,39044.8529,YES
PR7,BLK 446/455 PASIR RIS DRIVE 6,41840.49,39225.13,NO
PR8,BLK 456/461 PASIR RIS DRIVE 4,42050.749,39253.7168,YES
PR9,BLK 463/466 PASIR RIS STREET 41,41926.2439,39467.9453,NO
P1,BLK 196 PUNGGOL FIELD,36202.3912,42357.2043,YES
P11,BLK 416 PANDAN GARDENS,18544.4873,33717.7282,YES
P12,BLK 415 PANDAN GARDENS,18526.4824,33647.3125,YES
P13,BLK 401/402 PANDAN GARDENS,18772.8516,33660.8789,YES
P14,BLK 403/408 PANDAN GARDENS,18635.6875,33513.0954,YES
P15,BLK 413 PANDAN GARDENS,18521.3692,33566.3085,YES
P16,BLK 412/414 PANDAN GARDENS,18411.9297,33571.571,YES
P17,BLK 409/411 PANDAN GARDENS,18436.3162,33454.2597,YES
P2,BLK 199 PUNGGOL FIELD,36091.6693,42442.0964,YES
P3,BLK 101 PUNGGOL FIELD,36063.3675,42259.892,YES
P34L,PUNGGOL ROAD,36246.7526,42930.9252,NO
P35L,PUNGGOL CENTRAL,36269.0157,42678.4287,NO
P4,BLK 105 EDGEFIELD PLAINS,36046.5051,42123.9201,YES
P40L,BLK 740 TO 745 PASIR RIS STREET 71,39419.6994,40009.1936,NO
P5,BLK 107 PUNGGOL FIELD,36271.1939,42085.2693,YES
P5L,BLK 106A PUNGGOL FIELD,36283.2687,42152.2969,NO
P6,BLK 109 PUNGGOL FIELD,36473.7909,41918.4197,YES
P6L,BLK 109B PUNGGOL FIELD,36543.1672,41943.8193,NO
P7,BLK 119 EDGEFIELD PLAINS,36140.7994,41924.977,YES
P73L,BLK 229A & 229B SUMANG LANE,34524.5777,42733.2272,NO
P76L,BLK 327A SUMANG WALK,35336.0812,43792.9611,NO
P77L,BLK 659 PUNGGOL EAST,37568.3243,42442.9721,NO
P8,BLK 126 EDGEDALE PLAINS,36635.3349,41792.3558,YES
P9,BLK 128 PUNGGOL FIELD WALK,36816.0197,41648.1136,YES
Q14,BLK 49 STIRLING RD,24533.22,31110.95,NO
Q15,BLK 41/48 STIRLING RD,24487.19,31188.56,YES
Q16,BLK 45 AND 50 STIRLING RD,24705.57,31033.88,YES
Q17,BLK 52 STIRLING RD,24717.58,30953.45,YES
Q19,BLK 151 MEI LING STREET,24654.5215,30786.998,NO
Q2A,BLK 155-164 STIRLING ROAD,24780.1309,30449.3691,NO
Q30,MARGARET DRIVE,25268.69,30911.89,YES
Q4,BLK 168A QUEENSWAY,24726.8911,30124.9522,YES
Q41,BLK 80 STRATHMORE AVENUE,25318.4336,30747.652,NO
Q48,BLK 150A MEI CHIN ROAD,24682.94,30859.67,YES
Q49,#NAME?,24600.43,30852.65,NO
Q5A,BLKS 166-171 STIRLING ROAD,24644.4805,30393.2754,NO
Q5S,BLK 165-166 STIRLING RD,24530.9034,30353.3466,YES
Q51,BLK 39 TANGLIN HALT ROAD,24187.6,31144.34,NO
Q52,BLK 33-34 TANGLIN HALT ROAD,24170.85,31017.51,NO
Q55,BLK 61/66 COMMONWEALTH DRIVE,23894.27,31228,NO
Q57,BLK 46-2 COMMONWEALTH DRIVE,24136.64,31357.44,YES
Q58,BLK 46-3 COMMONWEALTH DRIVE,24031.02,31382.8,NO
Q59,BLK 47/49 TANGLIN HALT ROAD,24023.14,31476.19,YES
Q65,BLK 115A COMMONWEALTH DRIVE,24153.2643,31983.7356,YES
Q65A,BLK 96-111 AND 115 COMMONWEALTH CRESCENT,24418.636,32156.675,NO
Q66,BLK 117 COMMONWEALTH DRIVE,24236.01,32114.32,YES
Q67,BLK 116-118 COMMONWEALTH CRESCENT,24352.42,32166.07,YES
Q68,BLK 110 COMMONWEALTH CRESCENT,24181.18,32133.41,NO
Q70,BLK 99/102 COMMONWEALTH CRESCENT,24353.0804,32185.228,NO
Q72,BLK 96 COMMONWEALTH CRESCENT,24391.78,32090.9,NO
Q73,BLK 91/92 COMMONWEALTH DRIVE,24335.5387,32064.3962,NO
Q75M,BLK 10A HOLLAND DRIVE,23590.6968,32292.0387,YES
Q77M,BLK 18 HOLLAND DRIVE,23403.3645,32654.8683,YES
Q8,BLK 19/23A/23B QUEENS CLOSE,24244.0036,30732.3137,YES
Q80,BLK 45/46/47 HOLLAND DRIVE,23479.7213,32316.8703,YES
Q81,BLK 43 HOLLAND DRIVE,23531.2041,32206.3235,YES
Q84,BLK 2/4/6/31/32 HOLLAND CLOSE,23921.707,32122.75,YES
Q85,NORTH BUONA VISTA ROAD,23406.71,32283.49,YES
Q86,BLK 148A MEI LING STREET,24722.8381,30771.7904,YES
Q87,BLK 5A HOLLAND CLOSE,23873.3239,32354.7312,YES
Q88,BLK 19A QUEEN'S CLOSE,24354.2159,30597.8694,YES
Q89,BLK 7B COMMONWEALTH AVENUE,23741.0378,32063.6114,YES
Q92,BLK 82 STRATHMORE AVENUE,25236.2422,30797.7383,NO
Q93,BLK 83 STRATHMORE AVENUE,25189.3828,30813.4336,NO
Q94,BLK 102 COMMONWEALTH CRESCENT,24354.3978,32217.4868,NO
Q95,BLK 98 COMMONWEALTH CRESCENT,24433.0873,32115.9271,NO
Q96,BLK 181-184 STIRLING ROAD,24782.1998,30858.4456,YES
Q97,BLK 64 COMMONWEALTH DRIVE,24000.9896,31284.4381,NO
Q98,BLK 55 COMMONWEALTH DRIVE,23989.771,31078.5446,NO
Q99,BLK 89 COMMONWEALTH DRIVE,24191.1767,31958.4905,NO
RCM,BLK 638 VEERASAMY ROAD,30452.1642,32170.1999,YES
RC1,BLK 101/102 JALAN RAJAH,30029.3828,34529.4805,YES
RC2,BLK 103/104 JALAN RAJAH,30198.2024,34434.491,YES
RC3,BLK 105/108 JALAN RAJAH,30364.4121,34500.5937,YES
RHM,BLK 88A REDHILL CLOSE,26359.4531,29876.1692,YES
RHM2,BLK 70A REDHILL CLOSE,26173.5652,29936.3581,YES
RHM3,BLK 73 REDHILL RD,26214.2901,30036.7081,YES
RHM4,BLK 74 REDHILL RD,26052.2467,30044.7806,YES
RHS,BLK 75A/B REDHILL ROAD,26029.8967,30077.9357,YES
SAM,BLK 60A STRATHMORE AVENUE,25613.7877,30550.6392,YES
SAM2,BLK 61 STRATHMORE AVENUE,25516.9485,30705.7785,YES
SB1,BLK 306B CANBERRA ROAD,26746.7947,47569.9618,YES
SB10,BLK 481A SEMBAWANG DRIVE,26005.1646,48235.1526,YES
SB11,BLK 476A SEMBAWANG DRIVE,26146.3836,48155.5365,YES
SB12,BLK 424A CANBERRA ROAD,26413.575,48309.133,YES
SB13,BLK 404A ADMIRALTY LINK,26120.0717,48440.4225,YES
SB14,BLK 406A SEMBAWANG DRIVE,26232.1094,48224.2405,YES
SB15,BLK 358A ADMIRALTY DRIVE,26149.9066,47840.5307,YES
SB16,BLK 339 SEMBAWANG CLOSE,26218.5396,47769.2359,YES
SB17,BLK 504 MONTREAL DRIVE,26928.4878,48059.5679,YES
SB18,BLK 469/469A/469B ADMIRALTY DRIVE,25816.924,47840.9691,YES
SB19,BLK 501 WELLINGTON CIRCLE,26668.9418,48135.1503,YES
SB2,BLK 316A SEMBAWANG VISTA,26573.7982,47566.4296,YES
SB20,BLK 505 CANBERRA LINK,26796.9569,47989.2006,YES
SB21,BLK 467/467A/467B ADMIRALTY DRIVE,25876.3743,48156.1255,YES
SB22,BLK 351 CANBERRA ROAD,26549.9373,48088.2577,YES
SB23,BLK 354 ADMIRALTY DRIVE,26338.6026,47963.0686,YES
SB24,BLK 506 WELLINGTON CIRCLE,26910.8423,48226.4033,YES
SB25,BLK 588 MONTREAL DRIVE,27050.5673,47980.1685,YES
SB26,BLK 484A ADMIRALTY LINK,25986.3619,48674.0283,YES
SB27,BLK 492A ADMIRALTY LINK,26228.1281,48691.4308,YES
SB28,BLK 482A ADMIRALTY LINK,26032.4828,48496.9223,YES
SB29,BLK 508 WELLINGTON CIRCLE,26527.1938,48294.3119,YES
SB3,BLK 325A SEMBAWANG CRESCENT,26381.2626,47401.3802,YES
SB30,BLK 466 SEMBAWANG DRIVE,25798.9394,48563.7941,YES
SB31,BLK 463 SEMBAWANG DRIVE,25908.3774,48570.2721,YES
SB32,BLK 591 MONTREAL LINK,27220.487,47999.719,YES
SB33,BLK 592 MONTREAL LINK,27345.0145,48093.3785,YES
SB34,BLK 462 SEMBAWANG DRIVE,25796.9155,48472.7851,YES
SB35,BLK 120 CANBERRA CRES,27808.9467,47485.5107,YES
SB36,BLK 121 CANBERRA ST,28073.8648,47675.4504,YES
SB37,BLK 106 CANBERRA STREET,27935.4647,47865.1427,YES
SB38,BLK 129 CANBERRA ST,27930.3532,47366.8059,YES
SB39,BLK 108 CANBERRA WALK,27876.1108,47714.037,YES
SB4,BLK 313A SEMBAWANG DRIVE,26659.5337,47304.5182,YES
SB40,BLK 115 CANBERRA WALK,27486.3855,47524.8095,YES
SB41,BLK 361 SEMBAWANG CRES,25822.6138,47537.0937,YES
SB42,BLK 365 SEMBAWANG CRES,26100.1921,47335.3308,YES
SB43,BLK 117 CANBERRA CRESCENT,27621.3632,47413.9109,YES
SB44,BLK 102 CANBERRA STREET,27861.4431,48160.6538,YES
SB45,BLK 132 CANBERRA VIEW,27715.1491,47227.684,YES
SB46,BLK 126 CANBERRA STREET,28115.5097,47515.5307,YES
SB47,BLK 109 CANBERRA WALK,27602.6159,47803.8074,YES
SB5,BLK 322A SEMBAWANG CLOSE,26317.2063,47530.1084,YES
SB6,BLK 306A CANBERRA ROAD,26802.1975,47444.0071,YES
SB7,BLK 336A SEMBAWANG CRESCENT,25962.1661,47586.3759,YES
SB8,BLK 330A SEMBAWANG CLOSE,26209.1886,47639.8142,YES
SB9,BLK 335A SEMBAWANG CLOSE,26015.7785,47701.567,YES
SDM,BLK 114A LORONG 3 GEYLANG MSCP,32577.6928,32750.7372,YES
SDM2,BLK 50A SIMS DRIVE,33023.254,33156.8404,NO
SD1,BLK 40-44 SIMS DRIVE,32870.5864,33205.4777,YES
SD10,BLK 113/114 LOR 3 GEYLANG,32536.1875,32664.7148,NO
SD11,BLK 63 SIMS PLACE,33133.8433,33184.8063,YES
SD2,BLK 45/50/51 SIMS DRIVE,33013.2144,33244.1573,YES
SD3,BLK 46/47/48/49 SIMS PLACE,33111.4554,33289.2189,YES
SD4,BLK 52 SIMS PLACE,33222.1008,33206.111,YES
SD5,BLK 53 SIMS PLACE,33185.7148,33337.7578,YES
SD9,BLK 114 LOR 3 GEYLANG,32471.3589,32673.4722,YES
SE1R,157 SERANGOON NORTH AVE 1,32008.2454,39269.0556,NO
SE11,BLK 151/154 SERANGOON NORTH AVE 1/2,32462.735,39138.1824,YES
SE12,BLK 211-222 SERANGOON AVENUE 4,32425.9955,37769.0271,YES
SE13,BLK 223/230 SERANGOON AVENUE 4,32118.9668,37628.3516,YES
SE14,BLK 231/237 SERANGOON AVENUE 3,32080.9673,37405.0495,YES
SE15,BLK 238/246 SERANGOON AVENUE 3,32016.5748,37221.793,YES
SE16,BLK 301/319 SERANGOON AVENUE 2,31828.4814,37191.2676,YES
SE17,BLK 321/329 SERANGOON AVENUE 3,31827.3152,37091.2582,YES
SE18,BLK 330/335 SERANGOON AVENUE 3,32133.8758,36923.5252,NO
SE19,BLK 201/210 SERANGOON CENTRAL,32493.0156,37426.3627,YES
SE2,BLK 101/108 SERANGOON NORTH AVE 1,32141.4161,39120.5864,NO
SE20,BLK 264 SERANGOON CENTRAL,32315.8014,37076.1308,YES
SE21,BLK 262/263 SERANGOON CENTRAL,32306.5934,37281.6467,YES
SE22,BLK 261/263 SERANGOON CENTRAL,32319.1389,37361.3217,YES
SE23,BLK 253/254 SERANGOON CENTRAL DRIVE,32175.5882,37349.5073,YES
SE24,BLK 265 SERANGOON AVENUE 3,32248.5137,37207.3633,YES
SE25,BLK 401/408 SERANGOON CENTRAL/AVE 1,32385.3212,36493.6986,NO
SE26,BLK 409/414 SERANGOON CENTRAL/AVE 1,32542.9488,36786.8864,NO
SE27,BLK 421/427 SERANGOON CENTRAL/AVE 1,32777.6686,36724.1991,NO
SE28,BLK 410A SERANGOON CENTRAL,32485.4629,36702.1845,YES
SE29,BLK 2A LORONG LEW LIAN,32727.6274,36890.9379,YES
SE3,BLK 109/112 SERANGOON NORTH AVE 1,32184.8437,39029.6133,NO
SE30,BLK 141A SERANGOON NTH AVE 1,32577.7448,38876.7994,YES
SE31,BLK 514/520 SERANGOON NORTH AVENUE 4,32490.834,39280.3789,NO
SE32,BLK 521/530 SERANGOON NORTH AVENUE 4,32337.793,39365.832,NO
SE33,BLK 537/542 SERANGOON NORTH AVENUE 4,32372.4102,39573.3748,NO
SE34,BLK 531/536 SERANGOON NORTH AVENUE 4,32561.5329,39548.9793,YES
SE35,BLK 500/506B SERANGOON NORTH AVENUE 4,32778.0707,39455.8826,NO
SE37,BLK 519 SERANGOON NORTH AVENUE 4,32626.2779,39288.7385,NO
SE38,BLK 504A SERANGOON NORTH AVENUE 4,32718.2316,39550.3266,YES
SE39,BLK 542A SERANGOON NORTH AVENUE 4,32271.7043,39500.6075,YES
SE4,"BLK 113-125, 142-148 SERANGOON NORTH AVE 1",32337.7296,38973.7878,NO
SE4S,BLK 149A SERANGOON NORTH AVENUE 1,32447.178,38780.0615,YES
SE4T,"BLK 113,115,117,118,120,121 SERANGOON NORTH AVE 1",32081.2625,38854.7014,NO
SE40,BLK 550A SERANGOON NORTH AVENUE 3,32084.7485,39394.1524,YES
SE41,BLK 546A SERANGOON NORTH AVE 3,32105.7886,39560.7557,YES
SE42,BLK 512A SERANGOON NORTH AVE 4,32650.2875,39210.4727,YES
SE43,BLK 510 SERANGOON NORTH AVE 4,32714.58,39167.89,NO
SE5L,BLK 150 SERANGOON NORTH AVENUE 2,32677.0953,39047.1465,YES
SE50,BLK 238A SERANGOON AVENUE 2,31927.5751,37333.0762,YES
SE51,BLK 257A SERANGOON CENTRAL DRIVE,32347.3644,37477.7718,YES
SE52,NEXT TO BLK 226 SERANGOON AVE 4,32264,37663.5,YES
SE53,BLK 150 SERANGOON NORTH AVE 2,32646.5636,39045.8726,YES
SE54,BLK 223A SERANGOON AVE 4,32212.7535,37730.9037,YES
SE6,BLK 126 SERANGOON NORTH AVE 1,32291.7151,38654.071,NO
SE7,BLK 127 SERANGOON NORTH AVE 1,32311.0661,38616.7321,YES
SE9,BLK 135/141 SERANGOON NORTH AVE 2,32578.5299,38938.192,YES
SGLM,BLK 4A ST. GEORGE'S LANE,30994.8653,33878.8196,YES
SGTM,BLK 25A/26/26A/26B ST.GEORGE'S LANE,31285.1184,33809.4155,YES
SG1,BLK 1/3/8 ST GEORGE RD,31081.3691,33941.3672,YES
SG2,BLK 14/19 ST GEORGE RD,31215.5547,34039.582,YES
SG3,BLK 20/23 ST GEORGE RD,31211.6165,34153.5582,YES
SG4,BLK 9/11 ST GEORGE RD,31314.7745,33950.196,YES
SH1,BLK 301-313 SHUNFU ROAD,28554.1079,36984.0277,NO
SH2,BLK 320 SHUNFU ROAD,28406.2288,37118.966,YES
SIM1,BLK 115 SIMEI STREET 1,41035.8834,36146.1393,YES
SIM2,BLK 125 SIMEI STREET 1,41421.5824,36471.461,YES
SIM3,BLK 166 SIMEI ROAD MSCP,41894.1857,36390.0702,YES
SIM4,BLK 248 SIMEI STREET 5,41380.0528,36193.553,YES
SIM5,BLK 256A SIMEI STREET 1,41239.177,36075.6849,YES
SIM6,BLK 168 SIMEI LANE,41980.7224,36124.2827,NO
SI1,BLK 101/107 SIMEI STREET 1,41132.0547,35918.9005,YES
SI10,BLK 148 - 154 SIMEI STREET 1,41778.1055,36412.1574,NO
SI11,BLK 155/162 SIMEI ROAD,42016.4544,36368.226,YES
SI12,BLK 163/165 SIMEI ROAD,41979.002,36445.3718,YES
SI13,BLK 221/235 SIMEI STREET 4,41776.8118,36015.1241,NO
SI14,BLK 142/145 SIMEI ST 2,41499.3416,36379.6414,NO
SI2,BLK 108/119 SIMEI STREET 1,41198.5644,36239.7964,YES
SI3,BLK 117/119 SIMEI STREET 1,41210.8437,36301.043,YES
SI4,BLK 120/122 SIMEI STREET 1,41238.5468,36333.2491,YES
